Label,Accession,Title,Sample_title,Sample_geo_accession,Sample_source_name_ch1,Sample_characteristics_ch1,Sample_characteristics_ch1.1,Sample_characteristics_ch1.2,Sample_description,ID_REF
2,GSM1882232,"H1N1 DEE 4 Subject 1, Hour 77",H1N1.DEE.4.Subject.1..Hour.77,GSM1882232,"peripheral blood of H1N1 DEE 4 subject 1, hour 77",virus: H1N1,time point: hour 77,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 12,GSM1882232
2,GSM1882233,"H1N1 DEE 4 Subject 1, Hour 84",H1N1.DEE.4.Subject.1..Hour.84,GSM1882233,"peripheral blood of H1N1 DEE 4 subject 1, hour 84",virus: H1N1,time point: hour 84,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 13,GSM1882233
2,GSM1882234,"H1N1 DEE 4 Subject 1, Hour 94",H1N1.DEE.4.Subject.1..Hour.94,GSM1882234,"peripheral blood of H1N1 DEE 4 subject 1, hour 94",virus: H1N1,time point: hour 94,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 14,GSM1882234
2,GSM1882235,"H1N1 DEE 4 Subject 1, Hour 101",H1N1.DEE.4.Subject.1..Hour.101,GSM1882235,"peripheral blood of H1N1 DEE 4 subject 1, hour 101",virus: H1N1,time point: hour 101,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 15,GSM1882235
2,GSM1882236,"H1N1 DEE 4 Subject 1, Hour 108",H1N1.DEE.4.Subject.1..Hour.108,GSM1882236,"peripheral blood of H1N1 DEE 4 subject 1, hour 108",virus: H1N1,time point: hour 108,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 16,GSM1882236
2,GSM1882237,"H1N1 DEE 4 Subject 1, Hour 118",H1N1.DEE.4.Subject.1..Hour.118,GSM1882237,"peripheral blood of H1N1 DEE 4 subject 1, hour 118",virus: H1N1,time point: hour 118,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 17,GSM1882237
2,GSM1882238,"H1N1 DEE 4 Subject 1, Hour 125",H1N1.DEE.4.Subject.1..Hour.125,GSM1882238,"peripheral blood of H1N1 DEE 4 subject 1, hour 125",virus: H1N1,time point: hour 125,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 18,GSM1882238
2,GSM1882239,"H1N1 DEE 4 Subject 1, Hour 132",H1N1.DEE.4.Subject.1..Hour.132,GSM1882239,"peripheral blood of H1N1 DEE 4 subject 1, hour 132",virus: H1N1,time point: hour 132,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 19,GSM1882239
2,GSM1882240,"H1N1 DEE 4 Subject 1, Hour 142",H1N1.DEE.4.Subject.1..Hour.142,GSM1882240,"peripheral blood of H1N1 DEE 4 subject 1, hour 142",virus: H1N1,time point: hour 142,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 20,GSM1882240
2,GSM1882241,"H1N1 DEE 4 Subject 1, Hour 166",H1N1.DEE.4.Subject.1..Hour.166,GSM1882241,"peripheral blood of H1N1 DEE 4 subject 1, hour 166",virus: H1N1,time point: hour 166,subject: H1N1 DEE 4 subject 1,H1N1_DEE_4_SAMPLE 21,GSM1882241
1,GSM1882242,"H1N1 DEE 4 Subject 2, Hour -21",H1N1.DEE.4.Subject.2..Hour..21,GSM1882242,"peripheral blood of H1N1 DEE 4 subject 2, hour -21",virus: H1N1,time point: hour -21,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 22,GSM1882242
1,GSM1882243,"H1N1 DEE 4 Subject 2, Hour 0",H1N1.DEE.4.Subject.2..Hour.0,GSM1882243,"peripheral blood of H1N1 DEE 4 subject 2, hour 0",virus: H1N1,time point: hour 0,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 23,GSM1882243
3,GSM1882244,"H1N1 DEE 4 Subject 2, Hour 5",H1N1.DEE.4.Subject.2..Hour.5,GSM1882244,"peripheral blood of H1N1 DEE 4 subject 2, hour 5",virus: H1N1,time point: hour 5,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 24,GSM1882244
3,GSM1882245,"H1N1 DEE 4 Subject 2, Hour 12",H1N1.DEE.4.Subject.2..Hour.12,GSM1882245,"peripheral blood of H1N1 DEE 4 subject 2, hour 12",virus: H1N1,time point: hour 12,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 25,GSM1882245
3,GSM1882246,"H1N1 DEE 4 Subject 2, Hour 22",H1N1.DEE.4.Subject.2..Hour.22,GSM1882246,"peripheral blood of H1N1 DEE 4 subject 2, hour 22",virus: H1N1,time point: hour 22,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 26,GSM1882246
3,GSM1882247,"H1N1 DEE 4 Subject 2, Hour 29",H1N1.DEE.4.Subject.2..Hour.29,GSM1882247,"peripheral blood of H1N1 DEE 4 subject 2, hour 29",virus: H1N1,time point: hour 29,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 27,GSM1882247
3,GSM1882248,"H1N1 DEE 4 Subject 2, Hour 36",H1N1.DEE.4.Subject.2..Hour.36,GSM1882248,"peripheral blood of H1N1 DEE 4 subject 2, hour 36",virus: H1N1,time point: hour 36,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 28,GSM1882248
3,GSM1882249,"H1N1 DEE 4 Subject 2, Hour 46",H1N1.DEE.4.Subject.2..Hour.46,GSM1882249,"peripheral blood of H1N1 DEE 4 subject 2, hour 46",virus: H1N1,time point: hour 46,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 29,GSM1882249
4,GSM1882250,"H1N1 DEE 4 Subject 2, Hour 53",H1N1.DEE.4.Subject.2..Hour.53,GSM1882250,"peripheral blood of H1N1 DEE 4 subject 2, hour 53",virus: H1N1,time point: hour 53,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 30,GSM1882250
4,GSM1882251,"H1N1 DEE 4 Subject 2, Hour 60",H1N1.DEE.4.Subject.2..Hour.60,GSM1882251,"peripheral blood of H1N1 DEE 4 subject 2, hour 60",virus: H1N1,time point: hour 60,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 31,GSM1882251
4,GSM1882252,"H1N1 DEE 4 Subject 2, Hour 70",H1N1.DEE.4.Subject.2..Hour.70,GSM1882252,"peripheral blood of H1N1 DEE 4 subject 2, hour 70",virus: H1N1,time point: hour 70,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 32,GSM1882252
4,GSM1882253,"H1N1 DEE 4 Subject 2, Hour 77",H1N1.DEE.4.Subject.2..Hour.77,GSM1882253,"peripheral blood of H1N1 DEE 4 subject 2, hour 77",virus: H1N1,time point: hour 77,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 33,GSM1882253
4,GSM1882254,"H1N1 DEE 4 Subject 2, Hour 84",H1N1.DEE.4.Subject.2..Hour.84,GSM1882254,"peripheral blood of H1N1 DEE 4 subject 2, hour 84",virus: H1N1,time point: hour 84,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 34,GSM1882254
4,GSM1882255,"H1N1 DEE 4 Subject 2, Hour 94",H1N1.DEE.4.Subject.2..Hour.94,GSM1882255,"peripheral blood of H1N1 DEE 4 subject 2, hour 94",virus: H1N1,time point: hour 94,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 35,GSM1882255
4,GSM1882256,"H1N1 DEE 4 Subject 2, Hour 101",H1N1.DEE.4.Subject.2..Hour.101,GSM1882256,"peripheral blood of H1N1 DEE 4 subject 2, hour 101",virus: H1N1,time point: hour 101,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 36,GSM1882256
4,GSM1882257,"H1N1 DEE 4 Subject 2, Hour 108",H1N1.DEE.4.Subject.2..Hour.108,GSM1882257,"peripheral blood of H1N1 DEE 4 subject 2, hour 108",virus: H1N1,time point: hour 108,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 37,GSM1882257
4,GSM1882258,"H1N1 DEE 4 Subject 2, Hour 118",H1N1.DEE.4.Subject.2..Hour.118,GSM1882258,"peripheral blood of H1N1 DEE 4 subject 2, hour 118",virus: H1N1,time point: hour 118,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 38,GSM1882258
4,GSM1882259,"H1N1 DEE 4 Subject 2, Hour 125",H1N1.DEE.4.Subject.2..Hour.125,GSM1882259,"peripheral blood of H1N1 DEE 4 subject 2, hour 125",virus: H1N1,time point: hour 125,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 39,GSM1882259
4,GSM1882260,"H1N1 DEE 4 Subject 2, Hour 132",H1N1.DEE.4.Subject.2..Hour.132,GSM1882260,"peripheral blood of H1N1 DEE 4 subject 2, hour 132",virus: H1N1,time point: hour 132,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 40,GSM1882260
4,GSM1882261,"H1N1 DEE 4 Subject 2, Hour 142",H1N1.DEE.4.Subject.2..Hour.142,GSM1882261,"peripheral blood of H1N1 DEE 4 subject 2, hour 142",virus: H1N1,time point: hour 142,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 41,GSM1882261
4,GSM1882262,"H1N1 DEE 4 Subject 2, Hour 166",H1N1.DEE.4.Subject.2..Hour.166,GSM1882262,"peripheral blood of H1N1 DEE 4 subject 2, hour 166",virus: H1N1,time point: hour 166,subject: H1N1 DEE 4 subject 2,H1N1_DEE_4_SAMPLE 42,GSM1882262
1,GSM1882263,"H1N1 DEE 4 Subject 3, Hour -21",H1N1.DEE.4.Subject.3..Hour..21,GSM1882263,"peripheral blood of H1N1 DEE 4 subject 3, hour -21",virus: H1N1,time point: hour -21,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 43,GSM1882263
1,GSM1882264,"H1N1 DEE 4 Subject 3, Hour 0",H1N1.DEE.4.Subject.3..Hour.0,GSM1882264,"peripheral blood of H1N1 DEE 4 subject 3, hour 0",virus: H1N1,time point: hour 0,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 44,GSM1882264
3,GSM1882265,"H1N1 DEE 4 Subject 3, Hour 5",H1N1.DEE.4.Subject.3..Hour.5,GSM1882265,"peripheral blood of H1N1 DEE 4 subject 3, hour 5",virus: H1N1,time point: hour 5,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 45,GSM1882265
3,GSM1882266,"H1N1 DEE 4 Subject 3, Hour 12",H1N1.DEE.4.Subject.3..Hour.12,GSM1882266,"peripheral blood of H1N1 DEE 4 subject 3, hour 12",virus: H1N1,time point: hour 12,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 46,GSM1882266
3,GSM1882267,"H1N1 DEE 4 Subject 3, Hour 22",H1N1.DEE.4.Subject.3..Hour.22,GSM1882267,"peripheral blood of H1N1 DEE 4 subject 3, hour 22",virus: H1N1,time point: hour 22,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 47,GSM1882267
3,GSM1882268,"H1N1 DEE 4 Subject 3, Hour 29",H1N1.DEE.4.Subject.3..Hour.29,GSM1882268,"peripheral blood of H1N1 DEE 4 subject 3, hour 29",virus: H1N1,time point: hour 29,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 48,GSM1882268
3,GSM1882269,"H1N1 DEE 4 Subject 3, Hour 36",H1N1.DEE.4.Subject.3..Hour.36,GSM1882269,"peripheral blood of H1N1 DEE 4 subject 3, hour 36",virus: H1N1,time point: hour 36,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 49,GSM1882269
3,GSM1882270,"H1N1 DEE 4 Subject 3, Hour 46",H1N1.DEE.4.Subject.3..Hour.46,GSM1882270,"peripheral blood of H1N1 DEE 4 subject 3, hour 46",virus: H1N1,time point: hour 46,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 50,GSM1882270
3,GSM1882271,"H1N1 DEE 4 Subject 3, Hour 53",H1N1.DEE.4.Subject.3..Hour.53,GSM1882271,"peripheral blood of H1N1 DEE 4 subject 3, hour 53",virus: H1N1,time point: hour 53,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 51,GSM1882271
3,GSM1882272,"H1N1 DEE 4 Subject 3, Hour 60",H1N1.DEE.4.Subject.3..Hour.60,GSM1882272,"peripheral blood of H1N1 DEE 4 subject 3, hour 60",virus: H1N1,time point: hour 60,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 52,GSM1882272
3,GSM1882273,"H1N1 DEE 4 Subject 3, Hour 70",H1N1.DEE.4.Subject.3..Hour.70,GSM1882273,"peripheral blood of H1N1 DEE 4 subject 3, hour 70",virus: H1N1,time point: hour 70,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 53,GSM1882273
3,GSM1882274,"H1N1 DEE 4 Subject 3, Hour 77",H1N1.DEE.4.Subject.3..Hour.77,GSM1882274,"peripheral blood of H1N1 DEE 4 subject 3, hour 77",virus: H1N1,time point: hour 77,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 54,GSM1882274
3,GSM1882275,"H1N1 DEE 4 Subject 3, Hour 84",H1N1.DEE.4.Subject.3..Hour.84,GSM1882275,"peripheral blood of H1N1 DEE 4 subject 3, hour 84",virus: H1N1,time point: hour 84,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 55,GSM1882275
3,GSM1882276,"H1N1 DEE 4 Subject 3, Hour 94",H1N1.DEE.4.Subject.3..Hour.94,GSM1882276,"peripheral blood of H1N1 DEE 4 subject 3, hour 94",virus: H1N1,time point: hour 94,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 56,GSM1882276
3,GSM1882277,"H1N1 DEE 4 Subject 3, Hour 101",H1N1.DEE.4.Subject.3..Hour.101,GSM1882277,"peripheral blood of H1N1 DEE 4 subject 3, hour 101",virus: H1N1,time point: hour 101,subject: H1N1 DEE 4 subject 3,H1N1_DEE_4_SAMPLE 57,GSM1882277
1,GSM1882278,"H1N1 DEE 4 Subject 4, Hour -21",H1N1.DEE.4.Subject.4..Hour..21,GSM1882278,"peripheral blood of H1N1 DEE 4 subject 4, hour -21",virus: H1N1,time point: hour -21,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 58,GSM1882278
1,GSM1882279,"H1N1 DEE 4 Subject 4, Hour 0",H1N1.DEE.4.Subject.4..Hour.0,GSM1882279,"peripheral blood of H1N1 DEE 4 subject 4, hour 0",virus: H1N1,time point: hour 0,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 59,GSM1882279
3,GSM1882280,"H1N1 DEE 4 Subject 4, Hour 5",H1N1.DEE.4.Subject.4..Hour.5,GSM1882280,"peripheral blood of H1N1 DEE 4 subject 4, hour 5",virus: H1N1,time point: hour 5,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 60,GSM1882280
3,GSM1882281,"H1N1 DEE 4 Subject 4, Hour 12",H1N1.DEE.4.Subject.4..Hour.12,GSM1882281,"peripheral blood of H1N1 DEE 4 subject 4, hour 12",virus: H1N1,time point: hour 12,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 61,GSM1882281
3,GSM1882282,"H1N1 DEE 4 Subject 4, Hour 22",H1N1.DEE.4.Subject.4..Hour.22,GSM1882282,"peripheral blood of H1N1 DEE 4 subject 4, hour 22",virus: H1N1,time point: hour 22,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 62,GSM1882282
3,GSM1882283,"H1N1 DEE 4 Subject 4, Hour 29",H1N1.DEE.4.Subject.4..Hour.29,GSM1882283,"peripheral blood of H1N1 DEE 4 subject 4, hour 29",virus: H1N1,time point: hour 29,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 63,GSM1882283
3,GSM1882284,"H1N1 DEE 4 Subject 4, Hour 36",H1N1.DEE.4.Subject.4..Hour.36,GSM1882284,"peripheral blood of H1N1 DEE 4 subject 4, hour 36",virus: H1N1,time point: hour 36,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 64,GSM1882284
3,GSM1882285,"H1N1 DEE 4 Subject 4, Hour 46",H1N1.DEE.4.Subject.4..Hour.46,GSM1882285,"peripheral blood of H1N1 DEE 4 subject 4, hour 46",virus: H1N1,time point: hour 46,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 65,GSM1882285
4,GSM1882286,"H1N1 DEE 4 Subject 4, Hour 53",H1N1.DEE.4.Subject.4..Hour.53,GSM1882286,"peripheral blood of H1N1 DEE 4 subject 4, hour 53",virus: H1N1,time point: hour 53,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 66,GSM1882286
4,GSM1882287,"H1N1 DEE 4 Subject 4, Hour 60",H1N1.DEE.4.Subject.4..Hour.60,GSM1882287,"peripheral blood of H1N1 DEE 4 subject 4, hour 60",virus: H1N1,time point: hour 60,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 67,GSM1882287
4,GSM1882288,"H1N1 DEE 4 Subject 4, Hour 70",H1N1.DEE.4.Subject.4..Hour.70,GSM1882288,"peripheral blood of H1N1 DEE 4 subject 4, hour 70",virus: H1N1,time point: hour 70,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 68,GSM1882288
4,GSM1882289,"H1N1 DEE 4 Subject 4, Hour 77",H1N1.DEE.4.Subject.4..Hour.77,GSM1882289,"peripheral blood of H1N1 DEE 4 subject 4, hour 77",virus: H1N1,time point: hour 77,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 69,GSM1882289
4,GSM1882290,"H1N1 DEE 4 Subject 4, Hour 84",H1N1.DEE.4.Subject.4..Hour.84,GSM1882290,"peripheral blood of H1N1 DEE 4 subject 4, hour 84",virus: H1N1,time point: hour 84,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 70,GSM1882290
4,GSM1882291,"H1N1 DEE 4 Subject 4, Hour 94",H1N1.DEE.4.Subject.4..Hour.94,GSM1882291,"peripheral blood of H1N1 DEE 4 subject 4, hour 94",virus: H1N1,time point: hour 94,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 71,GSM1882291
4,GSM1882292,"H1N1 DEE 4 Subject 4, Hour 101",H1N1.DEE.4.Subject.4..Hour.101,GSM1882292,"peripheral blood of H1N1 DEE 4 subject 4, hour 101",virus: H1N1,time point: hour 101,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 72,GSM1882292
4,GSM1882293,"H1N1 DEE 4 Subject 4, Hour 108",H1N1.DEE.4.Subject.4..Hour.108,GSM1882293,"peripheral blood of H1N1 DEE 4 subject 4, hour 108",virus: H1N1,time point: hour 108,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 73,GSM1882293
4,GSM1882294,"H1N1 DEE 4 Subject 4, Hour 118",H1N1.DEE.4.Subject.4..Hour.118,GSM1882294,"peripheral blood of H1N1 DEE 4 subject 4, hour 118",virus: H1N1,time point: hour 118,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 74,GSM1882294
4,GSM1882295,"H1N1 DEE 4 Subject 4, Hour 125",H1N1.DEE.4.Subject.4..Hour.125,GSM1882295,"peripheral blood of H1N1 DEE 4 subject 4, hour 125",virus: H1N1,time point: hour 125,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 75,GSM1882295
4,GSM1882296,"H1N1 DEE 4 Subject 4, Hour 132",H1N1.DEE.4.Subject.4..Hour.132,GSM1882296,"peripheral blood of H1N1 DEE 4 subject 4, hour 132",virus: H1N1,time point: hour 132,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 76,GSM1882296
4,GSM1882297,"H1N1 DEE 4 Subject 4, Hour 142",H1N1.DEE.4.Subject.4..Hour.142,GSM1882297,"peripheral blood of H1N1 DEE 4 subject 4, hour 142",virus: H1N1,time point: hour 142,subject: H1N1 DEE 4 subject 4,H1N1_DEE_4_SAMPLE 77,GSM1882297
1,GSM1882319,"H1N1 DEE 4 Subject 6, Hour -21",H1N1.DEE.4.Subject.6..Hour..21,GSM1882319,"peripheral blood of H1N1 DEE 4 subject 6, hour -21",virus: H1N1,time point: hour -21,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 99,GSM1882319
1,GSM1882320,"H1N1 DEE 4 Subject 6, Hour 0",H1N1.DEE.4.Subject.6..Hour.0,GSM1882320,"peripheral blood of H1N1 DEE 4 subject 6, hour 0",virus: H1N1,time point: hour 0,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 100,GSM1882320
2,GSM1882321,"H1N1 DEE 4 Subject 6, Hour 5",H1N1.DEE.4.Subject.6..Hour.5,GSM1882321,"peripheral blood of H1N1 DEE 4 subject 6, hour 5",virus: H1N1,time point: hour 5,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 101,GSM1882321
2,GSM1882322,"H1N1 DEE 4 Subject 6, Hour 12",H1N1.DEE.4.Subject.6..Hour.12,GSM1882322,"peripheral blood of H1N1 DEE 4 subject 6, hour 12",virus: H1N1,time point: hour 12,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 102,GSM1882322
2,GSM1882323,"H1N1 DEE 4 Subject 6, Hour 22",H1N1.DEE.4.Subject.6..Hour.22,GSM1882323,"peripheral blood of H1N1 DEE 4 subject 6, hour 22",virus: H1N1,time point: hour 22,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 103,GSM1882323
2,GSM1882324,"H1N1 DEE 4 Subject 6, Hour 29",H1N1.DEE.4.Subject.6..Hour.29,GSM1882324,"peripheral blood of H1N1 DEE 4 subject 6, hour 29",virus: H1N1,time point: hour 29,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 104,GSM1882324
2,GSM1882325,"H1N1 DEE 4 Subject 6, Hour 36",H1N1.DEE.4.Subject.6..Hour.36,GSM1882325,"peripheral blood of H1N1 DEE 4 subject 6, hour 36",virus: H1N1,time point: hour 36,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 105,GSM1882325
2,GSM1882326,"H1N1 DEE 4 Subject 6, Hour 46",H1N1.DEE.4.Subject.6..Hour.46,GSM1882326,"peripheral blood of H1N1 DEE 4 subject 6, hour 46",virus: H1N1,time point: hour 46,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 106,GSM1882326
2,GSM1882327,"H1N1 DEE 4 Subject 6, Hour 53",H1N1.DEE.4.Subject.6..Hour.53,GSM1882327,"peripheral blood of H1N1 DEE 4 subject 6, hour 53",virus: H1N1,time point: hour 53,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 107,GSM1882327
2,GSM1882328,"H1N1 DEE 4 Subject 6, Hour 60",H1N1.DEE.4.Subject.6..Hour.60,GSM1882328,"peripheral blood of H1N1 DEE 4 subject 6, hour 60",virus: H1N1,time point: hour 60,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 108,GSM1882328
2,GSM1882329,"H1N1 DEE 4 Subject 6, Hour 70",H1N1.DEE.4.Subject.6..Hour.70,GSM1882329,"peripheral blood of H1N1 DEE 4 subject 6, hour 70",virus: H1N1,time point: hour 70,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 109,GSM1882329
2,GSM1882330,"H1N1 DEE 4 Subject 6, Hour 77",H1N1.DEE.4.Subject.6..Hour.77,GSM1882330,"peripheral blood of H1N1 DEE 4 subject 6, hour 77",virus: H1N1,time point: hour 77,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 110,GSM1882330
2,GSM1882331,"H1N1 DEE 4 Subject 6, Hour 84",H1N1.DEE.4.Subject.6..Hour.84,GSM1882331,"peripheral blood of H1N1 DEE 4 subject 6, hour 84",virus: H1N1,time point: hour 84,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 111,GSM1882331
2,GSM1882332,"H1N1 DEE 4 Subject 6, Hour 94",H1N1.DEE.4.Subject.6..Hour.94,GSM1882332,"peripheral blood of H1N1 DEE 4 subject 6, hour 94",virus: H1N1,time point: hour 94,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 112,GSM1882332
2,GSM1882333,"H1N1 DEE 4 Subject 6, Hour 101",H1N1.DEE.4.Subject.6..Hour.101,GSM1882333,"peripheral blood of H1N1 DEE 4 subject 6, hour 101",virus: H1N1,time point: hour 101,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 113,GSM1882333
2,GSM1882334,"H1N1 DEE 4 Subject 6, Hour 108",H1N1.DEE.4.Subject.6..Hour.108,GSM1882334,"peripheral blood of H1N1 DEE 4 subject 6, hour 108",virus: H1N1,time point: hour 108,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 114,GSM1882334
2,GSM1882335,"H1N1 DEE 4 Subject 6, Hour 118",H1N1.DEE.4.Subject.6..Hour.118,GSM1882335,"peripheral blood of H1N1 DEE 4 subject 6, hour 118",virus: H1N1,time point: hour 118,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 115,GSM1882335
2,GSM1882336,"H1N1 DEE 4 Subject 6, Hour 125",H1N1.DEE.4.Subject.6..Hour.125,GSM1882336,"peripheral blood of H1N1 DEE 4 subject 6, hour 125",virus: H1N1,time point: hour 125,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 116,GSM1882336
2,GSM1882337,"H1N1 DEE 4 Subject 6, Hour 132",H1N1.DEE.4.Subject.6..Hour.132,GSM1882337,"peripheral blood of H1N1 DEE 4 subject 6, hour 132",virus: H1N1,time point: hour 132,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 117,GSM1882337
2,GSM1882338,"H1N1 DEE 4 Subject 6, Hour 142",H1N1.DEE.4.Subject.6..Hour.142,GSM1882338,"peripheral blood of H1N1 DEE 4 subject 6, hour 142",virus: H1N1,time point: hour 142,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 118,GSM1882338
2,GSM1882339,"H1N1 DEE 4 Subject 6, Hour 166",H1N1.DEE.4.Subject.6..Hour.166,GSM1882339,"peripheral blood of H1N1 DEE 4 subject 6, hour 166",virus: H1N1,time point: hour 166,subject: H1N1 DEE 4 subject 6,H1N1_DEE_4_SAMPLE 119,GSM1882339
1,GSM1882486,"H1N1 DEE 4 Subject 14, Hour -21",H1N1.DEE.4.Subject.14..Hour..21,GSM1882486,"peripheral blood of H1N1 DEE 4 subject 14, hour -21",virus: H1N1,time point: hour -21,subject: H1N1 DEE 4 subject 14,H1N1_DEE_4_SAMPLE 266,GSM1882486
1,GSM1882487,"H1N1 DEE 4 Subject 14, Hour 0",H1N1.DEE.4.Subject.14..Hour.0,GSM1882487,"peripheral blood of H1N1 DEE 4 subject 14, hour 0",virus: H1N1,time point: hour 0,subject: H1N1 DEE 4 subject 14,H1N1_DEE_4_SAMPLE 267,GSM1882487
3,GSM1882488,"H1N1 DEE 4 Subject 14, Hour 5",H1N1.DEE.4.Subject.14..Hour.5,GSM1882488,"peripheral blood of H1N1 DEE 4 subject 14, hour 5",virus: H1N1,time point: hour 5,subject: H1N1 DEE 4 subject 14,H1N1_DEE_4_SAMPLE 268,GSM1882488
